"age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
54,"Private",229272,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States",">50K"
46,"Private",190115,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
41,"Private",116825,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
23,"Self-emp-not-inc",409230,"1st-4th",2,"Married-civ-spouse","Sales","Other-relative","White","Male",0,0,40,"United-States","<=50K"
27,"Private",52028,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","Asian-Pac-Islander","Female",0,0,40,"South","<=50K"
29,"Private",236938,"Assoc-acdm",12,"Divorced","Craft-repair","Unmarried","White","Female",0,0,38,"United-States","<=50K"
20,"Private",47678,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
22,"Private",141698,"10th",6,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
43,"Private",300528,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private",30656,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
56,"Private",99894,"10th",6,"Married-civ-spouse","Sales","Wife","Asian-Pac-Islander","Female",0,0,30,"Japan",">50K"
34,"Local-gov",124827,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
34,"Private",162814,"HS-grad",9,"Divorced","Protective-serv","Not-in-family","Black","Male",0,0,45,"United-States","<=50K"
21,"Private",149224,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,30,"United-States","<=50K"
46,"Private",224202,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
44,"Private",62258,"11th",7,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
20,"Self-emp-not-inc",54152,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
33,"Private",180551,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
32,"Federal-gov",72338,"Assoc-voc",11,"Never-married","Prof-specialty","Other-relative","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
55,"Private",199713,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","<=50K"
24,"Private",222005,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,30,"United-States","<=50K"
39,"Private",49436,"Assoc-acdm",12,"Divorced","Prof-specialty","Unmarried","White","Female",0,1380,40,"United-States","<=50K"
55,"Private",157932,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
51,"Private",29580,"11th",7,"Married-civ-spouse","Sales","Husband","White","Male",4386,0,30,"United-States",">50K"
35,"Private",99146,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
17,"Private",183110,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,16,"United-States","<=50K"
21,"Private",25265,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
26,"Local-gov",73392,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Amer-Indian-Eskimo","Male",0,0,30,"United-States","<=50K"
48,"Local-gov",148549,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Self-emp-not-inc",140583,"Masters",14,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,70,"United-States","<=50K"
35,"Private",257416,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","<=50K"
25,"Private",193787,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,50,"United-States","<=50K"
46,"Private",175109,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1485,40,"United-States",">50K"
24,"Private",211345,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"Mexico","<=50K"
24,"Private",138768,"Assoc-acdm",12,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
21,"Private",118023,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,24,"United-States","<=50K"
39,"Private",30673,"Some-college",10,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,50,"United-States",">50K"
20,"?",149478,"Some-college",10,"Never-married","?","Other-relative","White","Female",0,0,25,"United-States","<=50K"
51,"State-gov",231495,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,55,"United-States",">50K"
42,"Private",115178,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,15,"United-States","<=50K"
37,"Local-gov",249392,"Assoc-voc",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
53,"Private",355802,"Some-college",10,"Widowed","Sales","Unmarried","White","Female",0,0,30,"United-States","<=50K"
27,"Private",93206,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
36,"State-gov",180752,"Bachelors",13,"Never-married","Protective-serv","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
90,"Local-gov",153602,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",6767,0,40,"United-States","<=50K"
36,"Private",336595,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
18,"Private",115443,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
19,"Private",265576,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,50,"United-States","<=50K"
46,"Private",27669,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,28,"United-States","<=50K"
43,"Private",160246,"Some-college",10,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
53,"Local-gov",188772,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
48,"Private",79646,"11th",7,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
47,"Private",214702,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,37,"Puerto-Rico","<=50K"
36,"Private",162312,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,0,70,"South","<=50K"
37,"Private",99357,"Assoc-acdm",12,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
23,"Private",260019,"7th-8th",4,"Never-married","Farming-fishing","Unmarried","Other","Male",0,0,36,"Mexico","<=50K"
58,"State-gov",136982,"HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","Black","Female",0,0,40,"Honduras","<=50K"
42,"Local-gov",340148,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
28,"Private",263015,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"Local-gov",121124,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",15024,0,40,"United-States",">50K"
33,"?",202498,"7th-8th",4,"Separated","?","Not-in-family","White","Male",0,0,40,"Guatemala","<=50K"
25,"State-gov",104097,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private",148254,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
49,"Private",115613,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
62,"Local-gov",223637,"HS-grad",9,"Divorced","Other-service","Not-in-family","Black","Female",0,0,35,"United-States","<=50K"
30,"Private",315640,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1977,40,"China",">50K"
55,"Private",254516,"9th",5,"Never-married","Handlers-cleaners","Other-relative","Black","Male",0,0,37,"United-States","<=50K"
29,"Private",177119,"Assoc-voc",11,"Divorced","Tech-support","Not-in-family","White","Female",2174,0,45,"United-States","<=50K"
45,"Private",387074,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Private",320451,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1977,45,"Hong",">50K"
22,"Private",41837,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,25,"United-States","<=50K"
59,"Local-gov",105866,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,30,"United-States","<=50K"
66,"Local-gov",174486,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",20051,0,35,"Jamaica",">50K"
34,"Self-emp-inc",544268,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
39,"Self-emp-not-inc",336793,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",">50K"
18,"Private",376647,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",2176,0,25,"United-States","<=50K"
60,"Private",317083,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
36,"Private",163237,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
22,"Private",112130,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
19,"Private",184759,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,26,"United-States","<=50K"
27,"State-gov",146243,"Some-college",10,"Separated","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
55,"Self-emp-inc",138594,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United-States",">50K"
42,"Private",193494,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
42,"Self-emp-not-inc",32185,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States",">50K"
28,"Private",48894,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
70,"Private",187292,"Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",6418,0,40,"United-States",">50K"
24,"Private",177287,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,30,"United-States","<=50K"
43,"Private",112607,"11th",7,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
62,"Private",81534,"Some-college",10,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
21,"Private",64520,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
69,"Private",165017,"HS-grad",9,"Widowed","Machine-op-inspct","Unmarried","White","Male",2538,0,40,"United-States","<=50K"
51,"Private",71046,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,45,"Scotland","<=50K"
44,"Private",165815,"9th",5,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-not-inc",113513,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
42,"Private",54102,"Assoc-voc",11,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
27,"Private",188576,"Bachelors",13,"Separated","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Philippines",">50K"
52,"Private",145548,"Assoc-acdm",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
20,"Private",246250,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
36,"Local-gov",191161,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,57,"United-States",">50K"
41,"Private",277488,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,36,"United-States","<=50K"
35,"Private",40135,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United-States","<=50K"
46,"Local-gov",359193,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,45,"United-States","<=50K"
33,"Federal-gov",391122,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
21,"State-gov",194096,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,10,"United-States","<=50K"
29,"Private",490332,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",">50K"
64,"Private",212838,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United-States",">50K"
36,"Private",181721,"10th",6,"Never-married","Farming-fishing","Own-child","Black","Male",0,0,60,"United-States","<=50K"
49,"Self-emp-not-inc",263568,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
33,"Private",181091,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
19,"State-gov",194260,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K"
59,"Private",35411,"HS-grad",9,"Widowed","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
66,"Self-emp-not-inc",174788,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
46,"Private",238162,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
33,"Self-emp-not-inc",93930,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Private",353396,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
50,"Private",30447,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
35,"Self-emp-not-inc",241998,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
34,"Private",33117,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
52,"Private",99682,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,52,"Canada",">50K"
28,"Private",67661,"Some-college",10,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
49,"Private",149049,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",14344,0,45,"United-States",">50K"
33,"Local-gov",292217,"HS-grad",9,"Divorced","Protective-serv","Unmarried","White","Male",0,0,40,"United-States","<=50K"
21,"Private",60639,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
29,"Private",39484,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",7298,0,42,"United-States",">50K"
25,"Private",190107,"Bachelors",13,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
26,"Private",53598,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
56,"Private",116143,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",5178,0,44,"United-States",">50K"
20,"Private",203027,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
34,"Private",30497,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States",">50K"
23,"Private",244771,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,20,"Jamaica","<=50K"
30,"Private",189759,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Federal-gov",116608,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
32,"Private",137875,"Some-college",10,"Divorced","Sales","Unmarried","White","Female",0,0,30,"United-States","<=50K"
33,"Private",118710,"Assoc-voc",11,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
27,"Private",223751,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
50,"Private",166565,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private",140206,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
51,"Private",197163,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,2559,50,"United-States",">50K"
42,"Private",152889,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
58,"Private",147707,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States",">50K"
54,"?",32385,"HS-grad",9,"Divorced","?","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
42,"Private",198619,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Private",29762,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,68,"United-States","<=50K"
65,"Self-emp-inc",178771,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
90,"Private",47929,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",196178,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private",115677,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
52,"Self-emp-inc",561489,"Masters",14,"Divorced","Exec-managerial","Not-in-family","Black","Female",0,0,50,"United-States","<=50K"
50,"Local-gov",234143,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,45,"United-States",">50K"
27,"Private",360097,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
49,"Private",194189,"7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
26,"Private",122575,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","Asian-Pac-Islander","Male",0,0,60,"Vietnam","<=50K"
28,"Private",60374,"HS-grad",9,"Married-civ-spouse","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K"
40,"Private",70645,"Preschool",1,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
39,"Local-gov",203070,"HS-grad",9,"Separated","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Self-emp-not-inc",82297,"7th-8th",4,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,50,"United-States","<=50K"
25,"Private",237865,"Some-college",10,"Never-married","Other-service","Own-child","Black","Male",0,0,42,"United-States","<=50K"
21,"Private",219086,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
43,"Private",477983,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
33,"Private",148261,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",280966,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"Private",117059,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,60,"United-States","<=50K"
50,"Private",202296,"Assoc-voc",11,"Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
65,"Private",176796,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
19,"Self-emp-not-inc",67929,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K"
49,"State-gov",336509,"10th",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Private",233490,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
19,"Self-emp-inc",170125,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
49,"Private",237920,"Doctorate",16,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
43,"Private",188436,"Assoc-voc",11,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
30,"Private",147430,"HS-grad",9,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
18,"?",171748,"Some-college",10,"Never-married","?","Own-child","Black","Female",0,0,24,"United-States","<=50K"
38,"Private",269318,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",5178,0,50,"United-States",">50K"
41,"Self-emp-inc",223671,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
59,"Self-emp-inc",200453,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
22,"Private",130356,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,48,"United-States","<=50K"
37,"Local-gov",117760,"Assoc-voc",11,"Never-married","Protective-serv","Not-in-family","White","Male",4650,0,40,"United-States","<=50K"
37,"Private",213841,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
18,"Private",206008,"Some-college",10,"Never-married","Sales","Unmarried","White","Male",2176,0,40,"United-States","<=50K"
30,"Private",171889,"Prof-school",15,"Never-married","Tech-support","Own-child","White","Female",0,0,24,"United-States","<=50K"
33,"Private",245378,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
51,"Self-emp-inc",351278,"Bachelors",13,"Divorced","Farming-fishing","Unmarried","White","Male",0,0,50,"United-States","<=50K"
33,"Private",213887,"HS-grad",9,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
54,"Private",98436,"Masters",14,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",207676,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","<=50K"
26,"Private",247025,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,65,"United-States","<=50K"
17,"Private",132636,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
32,"Private",316470,"5th-6th",3,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"Mexico","<=50K"
37,"Self-emp-not-inc",48063,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
45,"Self-emp-not-inc",216402,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,50,"India",">50K"
48,"Self-emp-not-inc",107231,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,50,"United-States",">50K"
34,"Private",103408,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","Black","Male",0,0,40,"Germany",">50K"
22,"?",22966,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,0,6,"United-States","<=50K"
21,"Private",174907,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Female",0,0,32,"United-States","<=50K"
50,"Private",268553,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,40,"United-States",">50K"
27,"Private",267147,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
50,"Private",210217,"Bachelors",13,"Divorced","Sales","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
73,"State-gov",96262,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
40,"Local-gov",163725,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,40,"United-States",">50K"
45,"State-gov",319666,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,43,"United-States","<=50K"
49,"Local-gov",31339,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private",184784,"10th",6,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private",145111,"HS-grad",9,"Never-married","Transport-moving","Unmarried","White","Male",0,0,50,"United-States","<=50K"
47,"Federal-gov",68493,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"United-States",">50K"
62,"Private",167098,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
40,"Private",169031,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
61,"Private",29059,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,2754,25,"United-States","<=50K"
51,"Self-emp-inc",213296,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,30,"United-States","<=50K"
24,"?",212300,"HS-grad",9,"Separated","?","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
39,"Private",61343,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States","<=50K"
61,"?",253101,"Bachelors",13,"Divorced","?","Not-in-family","White","Female",0,0,24,"United-States","<=50K"
33,"Private",117779,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,46,"United-States",">50K"
59,"Private",308118,"Assoc-acdm",12,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K"
39,"Self-emp-inc",206253,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
47,"State-gov",469907,"Assoc-acdm",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1740,40,"United-States","<=50K"
66,"?",186032,"Assoc-voc",11,"Widowed","?","Not-in-family","White","Female",2964,0,30,"United-States","<=50K"
57,"Private",175942,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States",">50K"
72,"?",82635,"11th",7,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
73,"Private",173047,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,15,"United-States","<=50K"
51,"Private",226735,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
40,"Private",132222,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",4386,0,50,"United-States",">50K"
22,"Private",223019,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
23,"Private",123983,"Assoc-voc",11,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
35,"Self-emp-inc",64874,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
